,Name,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
520,Tyrell Terry,DAL,20,11,2,9,5.1,1,0.5,1.5,31.3,0,0.6,0,0.1,0.3,33.3,0,0.5,0.5,0.5,0.2,0.5,0,0.2,3.7,0,0,0
525,Nick Richards,CHA,23,18,9,9,3.5,0.8,0.2,0.5,44.4,0,0.1,0,0.4,0.6,63.6,0.2,0.4,0.6,0.1,0.2,0,0,0.4,1.6,0,0,-0.7
526,Kostas Antetokounmpo,LAL,23,15,6,9,3.7,0.8,0.2,0.7,30,0,0,0,0.4,0.9,46.2,0.3,1,1.3,0.1,0.7,0.1,0.3,0.5,2.9,0,0,1.8
526,Vincent Poirier,PHI,27,10,8,2,3.9,0.8,0.3,1.2,25,0,0.1,0,0.2,0.6,33.3,0.6,0.8,1.4,0.2,0.4,0,0.3,0.8,3.3,0,0,-1.6
528,Keljin Blevins,POR,25,17,11,6,4.4,0.7,0.3,1.2,25,0.1,0.5,25,0,0,0,0.2,0.4,0.6,0.2,0.3,0.1,0,0.5,1.8,0,0,-2.2
529,Ty-Shon Alexander,PHX,22,15,11,4,3.2,0.6,0.2,0.8,25,0.1,0.6,22.2,0.1,0.1,50,0.1,0.5,0.7,0.4,0.2,0,0.1,0.1,2,0,0,-0.5
530,Brian Bowen II,IND,22,6,1,5,2.5,0.5,0.2,0.7,25,0,0.2,0,0.2,0.2,100,0,0.5,0.5,0,0,0,0,0.2,1.1,0,0,0.5
530,Jared Dudley,LAL,35,12,7,5,6.7,0.5,0.2,0.8,22.2,0.2,0.5,33.3,0,0,0,0.3,1.4,1.8,0.4,0.2,0.1,0.1,0.6,3.6,0,0,0.2
532,Jared Harper,NYK,23,8,5,3,2,0.4,0,0.5,0,0,0.1,0,0.4,0.5,75,0,0.3,0.3,0.1,0.4,0,0,0.1,0.5,0,0,-0.6
533,Jaylen Adams,MIL,25,7,5,2,2.6,0.3,0.1,1.1,12.5,0,0.3,0,0,0,0,0,0.4,0.4,0.3,0,0,0,0.1,1.2,0,0,-1.7
534,Terrance Ferguson,PHI,23,13,10,3,3.8,0.2,0.1,0.5,14.3,0,0.4,0,0,0,0,0,0.1,0.1,0.2,0.3,0.1,0,0.5,0.4,0,0,-1.5
535,Theo Pinson,NYK,25,17,9,8,2,0.1,0.1,0.5,11.1,0,0.5,0,0,0,0,0,0.3,0.3,0.1,0.1,0,0,0.2,0.5,0,0,-0.9
536,Anzejs Pasecniks,WAS,25,1,1,0,6.3,0,0,1,0,0,1,0,0,0,0,1,0,1,1,5,0,0,2,-2.3,0,0,-13
536,Ashton Hagans,MIN,21,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,-0.5,0,0,-1.5
536,Greg Whittington,DEN,28,4,3,1,3,0,0,0.8,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3
536,Noah Vonleh,BKN,25,4,3,1,2.7,0,0,0.8,0,0,0.5,0,0,0,0,0,0.3,0.3,0.3,0.5,0,0,0.5,0.2,0,0,-4
536,Will Magnay,NOP,23,1,1,0,3.3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0,-10
