,CoachID,Name,NFL Coach Experience (thru 2023),College/Other Exp (thru 2023),Date of Birth,NFL Playing Exp,"Highest Pos NFL (1=HC, 2=Coord, 3=ST, Pos or Lower)",Highest Pos College / other Pro,# seasons as NFL Coordinator,Off/Def side of ball,1st Season as NFL HC,W,L,%,P_W,P_L,P_%,URL
133,526185.0,"Pascale, Joe",16.0,8.0,4/17/1946 0:00:00,0.0,1.0,HC,6.0,Def,1976.0,90.0,169.0,0.348,0.0,0.0,0.0,https://pro-football-history.com/coach/646/joe-pascale-bio
134,958764.0,"Huff, Charles",1.0,17.0,4/26/1983 0:00:00,0.0,3.0,HC,0.0,,,5.0,11.0,0.312,0.0,0.0,0.0,https://pro-football-history.com/coach/13254/charles-huff-bio
135,777370.0,"Jones, Terrell",4.0,,4/25/1961 0:00:00,0.0,3.0,,0.0,,,37.0,43.0,0.463,1.0,2.0,0.333,https://pro-football-history.com/coach/1713/terrell-jones-bio
136,528773.0,"Newell, Gina",19.0,0.0,,0.0,3.0,,0.0,,,3.0,12.0,0.219,0.0,0.0,0.0,https://pro-football-history.com/coach/12813/gina-newell-bio
137,890486.0,"Amendola, Danny",1.0,0.0,11/2/1985 0:00:00,13.0,3.0,,0.0,ST,,8.0,9.0,0.471,0.0,0.0,0.0,https://pro-football-history.com/coach/14091/danny-amendola-bio
138,926208.0,"Sullivan, Mike",21.0,9.0,1/28/1967 0:00:00,0.0,3.0,DB,0.0,Off,,,,,,,,
139,726895.0,"Munsey, Bret",7.0,17.0,8/19/1968 0:00:00,0.0,3.0,HC,0.0,ST,,48.0,63.0,0.433,0.0,2.0,0.0,https://pro-football-history.com/coach/2199/bret-munsey-bio
140,595422.0,"Philbin, Joe",19.0,19.0,7/2/1961 0:00:00,0.0,1.0,OC,6.0,Off,2012.0,159.0,134.0,0.542,7.0,7.0,0.5,https://pro-football-history.com/coach/315/joe-philbin-bio
141,128129.0,"Maxie, Brett",19.0,0.0,1/13/1962 0:00:00,13.0,3.0,,0.0,Def,,136.0,168.0,0.447,3.0,4.0,0.429,https://pro-football-history.com/coach/932/brett-maxie-bio
142,569515.0,"Rogan, Andrew",3.0,1.0,,0.0,3.0,AP,0.0,,,,,,,,,
143,414878.0,"Gristick, Adam",0.0,8.0,,0.0,3.0,DC,0.0,Def,,0.0,0.0,0.0,0.0,0.0,0.0,https://pro-football-history.com/coach/14268/adam-gristick-bio
144,958621.0,"Vitt, Joe",41.0,0.0,8/23/1954 0:00:00,0.0,3.0,,0.0,Def,,321.0,337.0,0.488,11.0,12.0,0.478,https://pro-football-history.com/coach/430/joe-vitt-bio
145,327731.0,"Mackovic, John",6.0,18.0,10/1/1943 0:00:00,0.0,1.0,HC,0.0,Off,1983.0,48.0,41.0,0.539,3.0,3.0,0.5,https://pro-football-history.com/coach/240/john-mackovic-bio
146,935283.0,"Harkey, Cory",2.0,3.0,6/17/1990 0:00:00,5.0,3.0,TE,0.0,ST,,24.0,9.0,0.727,2.0,2.0,0.5,https://pro-football-history.com/coach/13889/cory-harkey-bio
147,432219.0,"Harris, Will",1.0,10.0,,0.0,3.0,DC,0.0,Def,,5.0,12.0,0.294,0.0,0.0,0.0,https://pro-football-history.com/coach/14093/will-harris-bio
148,454957.0,"Seely, Brad",32.0,11.0,9/6/1956 0:00:00,0.0,3.0,OL,0.0,ST,,275.0,220.0,0.555,21.0,10.0,0.677,https://pro-football-history.com/coach/730/brad-seely-bio
149,225661.0,"Murphy, Brian",7.0,14.0,7/17/1969 0:00:00,0.0,3.0,DC,0.0,ST,,55.0,57.0,0.491,1.0,2.0,0.333,https://pro-football-history.com/coach/1188/brian-murphy-bio
150,934056.0,Jason Loscalzo,4.0,0.0,,0.0,3.0,,0.0,Strength,,34.0,31.0,0.523,0.0,2.0,0.0,https://pro-football-history.com/coach/12041/jason-loscalzo-bio
151,666869.0,"Williams, Daniel",5.0,0.0,,0.0,3.0,,0.0,Off,,,,,,,,
152,703369.0,"Davis, Cameron",2.0,,,,,,,,,29.0,37.0,0.439,2.0,1.0,0.667,https://pro-football-history.com/coach/13945/cameron-davis-bio
153,613205.0,"Black, K.J.",2.0,6.0,,0.0,3.0,OC,0.0,Off,,15.0,19.0,0.441,0.0,1.0,0.0,https://pro-football-history.com/coach/13926/kj-black-bio
154,418417.0,"Hunter, Hal",14.0,24.0,1/1/1964 0:00:00,0.0,2.0,AH/OL,1.0,Off,,,,,,,,
155,587202.0,"Fleck, P.J.",1.0,17.0,11/29/1980 0:00:00,2.0,3.0,HC,0.0,Off,,,,,,,,
156,353195.0,"Devaney, Billy",3.0,8.0,3/7/1955 0:00:00,0.0,3.0,ST,0.0,Off,,10.0,38.0,0.208,0.0,0.0,0.0,https://pro-football-history.com/coach/14192/billy-devaney-bio
157,849977.0,"Arteaga, Mark",0.0,3.0,,0.0,3.0,AP,0.0,Off,,,,,,,,
158,460970.0,"Inge, William",1.0,28.0,12/17/1973 0:00:00,1.0,3.0,DC,0.0,Def,,6.0,10.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/817/william-inge-bio
159,292077.0,"Sunseri, Sal",10.0,17.0,8/1/1959 0:00:00,0.0,3.0,DC,0.0,Def,,88.0,72.0,0.55,5.0,4.0,0.556,https://pro-football-history.com/coach/1203/sal-sunseri-bio
160,188765.0,"Hairston, Carl",14.0,0.0,12/15/1952 0:00:00,16.0,3.0,,0.0,Def,,149.0,139.0,0.517,4.0,5.0,0.444,https://pro-football-history.com/coach/1090/carl-hairston-bio
161,128007.0,Donovan Raiola,10.0,13.0,12/13/1982 0:00:00,1.0,3.0,OL,0.0,Off,,34.0,31.0,0.523,0.0,2.0,0.0,https://pro-football-history.com/coach/12381/donovan-raiola-bio
162,420289.0,"Pullard, Hayes",3.0,1.0,4/18/1992 0:00:00,5.0,3.0,AP,0.0,DEF,,4.0,13.0,0.235,0.0,0.0,0.0,https://pro-football-history.com/coach/13673/hayes-pullard-bio
163,438492.0,"Nicolini, Mike",6.0,7.0,1/1/1989 0:00:00,0.0,3.0,Strength Coach,0.0,,,,,,,,,
164,327851.0,"Spencer, Sean",2.0,27.0,12/15/1970 0:00:00,0.0,3.0,HC,0.0,Def,,10.0,23.0,0.303,0.0,0.0,0.0,https://pro-football-history.com/coach/13543/sean-spencer-bio
165,362996.0,"Danna, Joe",16.0,9.0,4/3/1977 0:00:00,0.0,3.0,DB,0.0,Def,,110.0,148.0,0.427,4.0,4.0,0.5,https://pro-football-history.com/coach/2238/joe-danna-bio
166,526217.0,"Hackett, Nathaniel",15.0,3.0,12/19/1979 0:00:00,0.0,1.0,AP,9.0,Off,2022.0,112.0,124.0,0.475,4.0,5.0,0.444,https://pro-football-history.com/coach/2052/nathaniel-hackett-bio
167,606340.0,"Cottrell, Ted",24.0,11.0,6/13/1947 0:00:00,0.0,2.0,DC,10.0,Def,,183.0,185.0,0.497,6.0,10.0,0.375,https://pro-football-history.com/coach/1838/ted-cottrell-bio
168,936871.0,"Norvell, Jay",6.0,12.0,3/28/1963 0:00:00,1.0,3.0,AH,0.0,Off,,47.0,49.0,0.49,2.0,3.0,0.4,https://pro-football-history.com/coach/2874/jay-norvell-bio
169,319638.0,"Coslet, Bruce",22.0,0.0,8/5/1946 0:00:00,0.0,1.0,,8.0,Off,1990.0,144.0,187.0,0.435,4.0,4.0,0.5,https://pro-football-history.com/coach/76/bruce-coslet-bio
170,576381.0,Pete Alosi,10.0,13.0,,0.0,3.0,AHC,0.0,Off/Def,,85.0,75.0,0.531,9.0,4.0,0.692,https://pro-football-history.com/coach/765/pete-alosi-bio
171,853554.0,"Joiner, Charlie",26.0,0.0,10/14/1947 0:00:00,18.0,3.0,,0.0,Off,,217.0,198.0,0.523,7.0,10.0,0.412,https://pro-football-history.com/coach/2067/charlie-joiner-bio
172,133648.0,"Simon, Matt",9.0,20.0,12/6/1953 0:00:00,0.0,3.0,HC,0.0,Off,,87.0,57.0,0.604,10.0,3.0,0.769,https://pro-football-history.com/coach/2700/matt-simon-bio
173,395237.0,"Prince, Tyson",1.0,7.0,,0.0,3.0,WR,0.0,Off,,0.0,0.0,0.0,0.0,0.0,0.0,https://pro-football-history.com/coach/14260/tyson-prince-bio
174,267961.0,"Brady, Marcus",6.0,9.0,9/24/1979 0:00:00,0.0,2.0,OC,2.0,Off,,51.0,38.0,0.572,1.0,3.0,0.25,https://pro-football-history.com/coach/12106/marcus-brady-bio
175,573577.0,"Blum, Ron",0.0,0.0,,0.0,,,0.0,,,,,,,,,
176,424747.0,"Rivera, Ron",27.0,0.0,1/7/1962 0:00:00,10.0,1.0,,6.0,Def,2011.0,231.0,198.0,0.538,13.0,14.0,0.481,https://pro-football-history.com/coach/715/ron-rivera-bio
177,334130.0,"Walsh, Chris",0.0,0.0,12/12/1968 0:00:00,10.0,,,0.0,OFF,,,,,,,,
178,699675.0,"Jones, Nick",4.0,10.0,7/7/1985 0:00:00,2.0,3.0,ST,0.0,OFF,,31.0,36.0,0.463,4.0,1.0,0.8,https://pro-football-history.com/coach/13756/nick-jones-bio
179,670505.0,"Shoop, John",12.0,4.0,8/1/1969 0:00:00,0.0,2.0,GA,3.0,Off,,76.0,116.0,0.396,1.0,2.0,0.333,https://pro-football-history.com/coach/1199/john-shoop-bio
180,444642.0,"Lovett, John",4.0,10.0,12/1/1950 0:00:00,0.0,3.0,DC,0.0,Def,,34.0,30.0,0.531,0.0,1.0,0.0,https://pro-football-history.com/coach/2722/john-lovett-bio
181,358270.0,"Lovat, Tom",24.0,14.0,12/28/1938 0:00:00,0.0,3.0,HC,0.0,,,185.0,173.0,0.517,8.0,9.0,0.471,https://pro-football-history.com/coach/1109/tom-lovat-bio
182,987291.0,"Locust, Lori",6.0,7.0,2/27/1964 0:00:00,0.0,3.0,DL,0.0,Def,,55.0,44.0,0.556,5.0,3.0,0.625,https://pro-football-history.com/coach/12877/lori-locust-bio
183,853945.0,"Kekuewa, Keliâ€™i",4.0,5.0,12/2/1992 0:00:00,0.0,3.0,OL,0.0,Off,,,,,,,,
184,555802.0,"Simmons, Rennie",27.0,0.0,2/25/1942 0:00:00,0.0,3.0,OL,0.0,Off,,,,,,,,
185,247560.0,"Christian, Jamie",2.0,3.0,2/10/1972 0:00:00,0.0,3.0,DB,0.0,Def,,9.0,23.0,0.281,0.0,0.0,0.0,https://pro-football-history.com/coach/1305/jamie-christian-bio
186,407350.0,"Locklin, Kerry",2.0,10.0,9/9/1959 0:00:00,0.0,3.0,DL,0.0,Def,,22.0,10.0,0.688,5.0,1.0,0.833,https://pro-football-history.com/coach/11962/kerry-locklin-bio
187,317568.0,Mathieu Araujo,2.0,7.0,,0.0,3.0,GA,0.0,Def,,20.0,14.0,0.588,0.0,2.0,0.0,https://pro-football-history.com/coach/13911/mathieu-araujo-bio
188,799835.0,"Childress, Kyle",11.0,,,,3.0,,0.0,,,99.0,78.0,0.559,2.0,6.0,0.25,https://pro-football-history.com/coach/2840/kyle-childress-bio
189,956225.0,Dustin Woods,5.0,3.0,6/22/1984 0:00:00,0.0,3.0,,0.0,Off/Def,,46.0,19.0,0.708,5.0,3.0,0.625,https://pro-football-history.com/coach/12117/dustin-woods-bio
190,166127.0,"Arth, Tom",2.0,11.0,5/11/1981 0:00:00,3.0,3.0,HC,0.0,OFF,,15.0,19.0,0.441,0.0,1.0,0.0,https://pro-football-history.com/coach/13864/tom-arth-bio
191,204506.0,"Garrett, John",15.0,3.0,3/2/1965 0:00:00,1.0,3.0,AHC,0.0,Off,,117.0,171.0,0.406,1.0,2.0,0.333,https://pro-football-history.com/coach/663/john-garrett-bio
192,801600.0,"Johnson, Don",15.0,18.0,11/3/1954 0:00:00,0.0,3.0,DL,0.0,Def,,127.0,131.0,0.492,4.0,5.0,0.444,https://pro-football-history.com/coach/2497/don-johnson-bio
193,188902.0,"Harbaugh, Jim",6.0,15.0,12/23/1963 0:00:00,15.0,1.0,HC,0.0,Off,2011.0,59.0,36.0,0.62,7.0,4.0,0.636,https://pro-football-history.com/coach/618/jim-harbaugh-bio
194,303074.0,"Harbison, Charlie",1.0,29.0,10/27/1958 0:00:00,1.0,3.0,HC,0.0,Def,,3.0,13.0,0.188,0.0,0.0,0.0,https://pro-football-history.com/coach/12034/charlie-harbison-bio
195,688679.0,"Montgomery, Jerry",9.0,10.0,9/19/1979 0:00:00,0.0,3.0,DL,0.0,Def,,89.0,57.0,0.609,6.0,6.0,0.5,https://pro-football-history.com/coach/2384/jerry-montgomery-bio
196,652402.0,"McNair, Todd",7.0,0.0,8/16/1965 0:00:00,8.0,3.0,,0.0,Off,,60.0,54.0,0.526,5.0,3.0,0.625,https://pro-football-history.com/coach/11743/todd-mcnair-bio
197,494216.0,"Kastl, Jeffery",2.0,15.0,1/1/1984 0:00:00,0.0,3.0,OC,0.0,,,,,,,,,
198,343310.0,"Benton, John",19.0,17.0,12/13/1963 0:00:00,0.0,3.0,OC,0.0,Off,,120.0,170.0,0.414,4.0,3.0,0.571,https://pro-football-history.com/coach/887/john-benton-bio
199,465320.0,"Ferentz, Steve",3.0,5.0,,0.0,3.0,AP,0.0,Def,,28.0,22.0,0.56,0.0,1.0,0.0,https://pro-football-history.com/coach/13798/steve-ferentz-bio
200,232247.0,Austin Atif,1.0,0.0,,0.0,3.0,,0.0,Off/Def,,,,,,,,
201,440233.0,"Embree, Connor",5.0,2.0,1/1/1991 0:00:00,0.0,3.0,GA,0.0,Off,,62.0,20.0,0.756,14.0,2.0,0.875,https://pro-football-history.com/coach/12799/connor-embree-bio
202,831062.0,"Miles, Les",3.0,22.0,11/10/1953 0:00:00,0.0,3.0,HC,0.0,Off,,23.0,25.0,0.479,0.0,2.0,0.0,https://pro-football-history.com/coach/1986/les-miles-bio
203,882588.0,"Pariani, Brian",28.0,2.0,7/2/1965 0:00:00,0.0,3.0,GA,0.0,Off,,279.0,186.0,0.6,20.0,11.0,0.645,https://pro-football-history.com/coach/899/brian-pariani-bio
204,321653.0,"Butler, Jerry",2.0,,10/12/1957 0:00:00,8.0,3.0,,0.0,Off,,60.0,68.0,0.469,3.0,4.0,0.429,https://pro-football-history.com/coach/11758/jerry-butler-bio
205,180497.0,"Olivadotti, Tom",21.0,0.0,9/22/1945 0:00:00,0.0,2.0,DC,9.0,Def,,186.0,149.0,0.555,9.0,12.0,0.429,https://pro-football-history.com/coach/1241/tom-olivadotti-bio
206,297411.0,"Gathron, Everett",7.0,10.0,4/19/1985 0:00:00,0.0,3.0,LB,0.0,ST,,,,,,,,
207,645593.0,"Tobin, Vince",24.0,15.0,9/29/1943 0:00:00,0.0,1.0,DC,10.0,Def,1996.0,127.0,119.0,0.516,5.0,8.0,0.385,https://pro-football-history.com/coach/417/vince-tobin-bio
208,421548.0,"Stephenson, Kent",16.0,20.0,,0.0,3.0,OL,0.0,Off,,145.0,110.0,0.569,5.0,8.0,0.385,https://pro-football-history.com/coach/1800/kent-stephenson-bio
209,654900.0,"Sherrer, Kevin",2.0,14.0,3/19/1973 0:00:00,0.0,3.0,DC,0.0,Def,,10.0,23.0,0.303,0.0,0.0,0.0,https://pro-football-history.com/coach/13544/kevin-sherrer-bio
210,416997.0,"Hixon, Stan",10.0,24.0,6/24/1957 0:00:00,0.0,3.0,AHC,0.0,Off,,70.0,90.0,0.438,1.0,3.0,0.25,https://pro-football-history.com/coach/2328/stan-hixon-bio
211,366716.0,"Gilbride, Kevin M.",20.0,17.0,8/27/1951 0:00:00,0.0,1.0,HC,18.0,Off,1997.0,,,,,,,
212,192124.0,"Mauck, Carl",21.0,0.0,7/7/1947 0:00:00,13.0,3.0,,0.0,Off,,143.0,184.0,0.438,3.0,6.0,0.333,https://pro-football-history.com/coach/1874/carl-mauck-bio
213,214648.0,"Craig, Dameyune",1.0,2.0,4/19/1974 0:00:00,4.0,3.0,GA,0.0,ST,,9.0,7.0,0.562,0.0,0.0,0.0,https://pro-football-history.com/coach/1295/dameyune-craig-bio
214,660425.0,"Brooks, Larry",21.0,2.0,6/10/1950 0:00:00,12.0,3.0,AP,0.0,Def,,183.0,152.0,0.546,12.0,11.0,0.522,https://pro-football-history.com/coach/1067/larry-brooks-bio
215,579156.0,"Naylor, Mark",5.0,14.0,,0.0,3.0,Strength Coach,0.0,ST,,27.0,40.0,0.403,0.0,1.0,0.0,https://pro-football-history.com/coach/13539/mark-naylor-bio
216,685702.0,"Terry, A'Lique",1.0,9.0,,0.0,3.0,OL,0.0,Def,,13.0,4.0,0.765,0.0,1.0,0.0,https://pro-football-history.com/coach/13905/alique-terry-bio
217,283478.0,"Lombardi, Michael Jr.",11.0,2.0,10/1/1988 0:00:00,0.0,2.0,AP,2.0,Off,,,,,,,,
218,562604.0,"McDaniel, LeCharls",8.0,8.0,10/15/1958 0:00:00,4.0,3.0,ST,0.0,ST,,47.0,65.0,0.42,1.0,1.0,0.5,https://pro-football-history.com/coach/1875/lecharls-mcdaniel-bio
219,332518.0,"June, Cato",2.0,10.0,11/18/1979 0:00:00,8.0,3.0,HC,0.0,Def,,13.0,20.0,0.397,0.0,0.0,0.0,https://pro-football-history.com/coach/13925/cato-june-bio
220,682516.0,"Bicknell Jr., Jack",7.0,30.0,2/7/1963 0:00:00,0.0,3.0,HC,0.0,DEF,,,,,,,,
221,983929.0,"James, Ned",9.0,7.0,1/18/1964 0:00:00,0.0,3.0,OC,0.0,Off,,74.0,86.0,0.463,3.0,3.0,0.5,https://pro-football-history.com/coach/1805/ned-james-bio
222,965636.0,"Terrell, Drew",6.0,4.0,7/25/1991 0:00:00,0.0,3.0,GA,0.0,Off,,38.0,60.0,0.389,0.0,1.0,0.0,https://pro-football-history.com/coach/12128/drew-terrell-bio
223,185815.0,"Hoak, Dick",35.0,0.0,12/8/1939 0:00:00,0.0,3.0,,0.0,Off,,330.0,208.0,0.613,28.0,17.0,0.622,https://pro-football-history.com/coach/2981/dick-hoak-bio
224,586794.0,"Storm, Todd",7.0,3.0,,0.0,3.0,OL,0.0,Off,,38.0,60.0,0.389,0.0,1.0,0.0,https://pro-football-history.com/coach/13535/todd-storm-bio
225,790562.0,"Gilbertson, Keith",9.0,31.0,5/15/1948 0:00:00,0.0,3.0,HC,0.0,Off,,68.0,76.0,0.472,4.0,3.0,0.571,https://pro-football-history.com/coach/1783/keith-gilbertson-bio
226,271239.0,"Jackson, Steve",21.0,0.0,4/6/1969 0:00:00,0.0,3.0,,0.0,Def,,134.0,188.0,0.416,5.0,4.0,0.556,https://pro-football-history.com/coach/2584/steve-jackson-bio
227,898492.0,"Schottenheimer, Kurt",23.0,10.0,10/1/1949 0:00:00,0.0,2.0,DC,5.0,Def,,202.0,164.0,0.552,5.0,11.0,0.312,https://pro-football-history.com/coach/1157/kurt-schottenheimer-bio
228,690038.0,"Martin, Don",8.0,0.0,11/17/1949 0:00:00,0.0,3.0,WR,0.0,Def,,,,,,,,
229,515970.0,"Reid, Tyrae",2.0,3.0,,0.0,3.0,OC,0.0,Off,,12.0,21.0,0.368,0.0,0.0,0.0,https://pro-football-history.com/coach/14074/tyrae-reid-jr-bio
230,942696.0,"Reynolds, Alvin",19.0,11.0,6/24/1959 0:00:00,0.0,3.0,AHC,0.0,Def,,151.0,152.0,0.498,1.0,5.0,0.167,https://pro-football-history.com/coach/1192/alvin-reynolds-bio
231,358919.0,"Chin-Young, Ramon",2.0,0.0,,0.0,3.0,,0.0,Off,,,,,,,,
232,835543.0,"Hoke, Jon",19.0,20.0,1/24/1957 0:00:00,1.0,3.0,AH/DC,0.0,Def,,129.0,178.0,0.42,1.0,1.0,0.5,https://pro-football-history.com/coach/1052/jon-hoke-bio
233,757466.0,"Bates, Jim",17.0,15.0,5/31/1946 0:00:00,0.0,1.0,HC,8.0,Def,2004.0,125.0,147.0,0.46,2.0,5.0,0.286,https://pro-football-history.com/coach/16/jim-bates-bio
234,988310.0,"Serchia, Phil",1.0,14.0,1/1/1987 0:00:00,0.0,3.0,OC,0.0,Off,,5.0,12.0,0.294,0.0,0.0,0.0,https://pro-football-history.com/coach/14094/phil-serchia-bio
235,765572.0,"Chinander, Erik",1.0,20.0,12/19/1979 0:00:00,0.0,3.0,DC,0.0,Def,,10.0,6.0,0.625,0.0,1.0,0.0,https://pro-football-history.com/coach/2724/erik-chinander-bio
236,846642.0,Matthew Harper,11.0,5.0,6/27/1974 0:00:00,0.0,3.0,DB,0.0,ST,,104.0,74.0,0.584,10.0,6.0,0.625,https://pro-football-history.com/coach/2462/matthew-harper-bio
237,609022.0,"Brownson, Callie",4.0,1.0,10/15/1989 0:00:00,0.0,3.0,QC,0.0,Off,,52.0,46.0,0.531,1.0,3.0,0.25,https://pro-football-history.com/coach/13525/callie-brownson-bio
238,987313.0,"Jackson, Milt",21.0,5.0,10/16/1943 0:00:00,1.0,3.0,OL,0.0,,,147.0,180.0,0.45,9.0,4.0,0.692,https://pro-football-history.com/coach/1711/milt-jackson-bio
239,267287.0,"Hagen, Steve",11.0,20.0,9/15/1961 0:00:00,0.0,3.0,HC,0.0,Off,,66.0,110.0,0.375,0.0,1.0,0.0,https://pro-football-history.com/coach/865/steve-hagen-bio
240,706055.0,"Miles, Trent",4.0,17.0,7/29/1963 0:00:00,0.0,3.0,WR,0.0,Off,,27.0,21.0,0.562,1.0,2.0,0.333,https://pro-football-history.com/coach/1152/trent-miles-bio
241,436989.0,"Shaw, Willie",15.0,17.0,1/11/1944 0:00:00,0.0,2.0,DB,5.0,Def,,113.0,142.0,0.443,2.0,3.0,0.4,https://pro-football-history.com/coach/1240/willie-shaw-bio
242,371485.0,"Rushing, John",8.0,13.0,2/26/1972 0:00:00,0.0,3.0,CB,0.0,Off,,77.0,34.0,0.692,7.0,6.0,0.538,https://pro-football-history.com/coach/1025/john-rushing-bio
243,255720.0,"Kuhr, Zak",4.0,11.0,4/19/1988 0:00:00,0.0,3.0,AHC,0.0,Def,,36.0,31.0,0.537,0.0,2.0,0.0,https://pro-football-history.com/coach/13655/zak-kuhr-bio
244,875232.0,"Zampese, Ken",25.0,8.0,7/19/1967 0:00:00,0.0,2.0,OC,2.0,Off,,193.0,191.0,0.503,2.0,10.0,0.167,https://pro-football-history.com/coach/633/ken-zampese-bio
245,813802.0,"Scangarello, Rich",14.0,16.0,4/15/1972 0:00:00,0.0,2.0,OC,3.0,Off,2024.0,44.0,68.0,0.394,2.0,1.0,0.667,https://pro-football-history.com/coach/2483/rich-scangarello-bio
246,280078.0,"Gilmore, Ted",3.0,26.0,3/21/1967 0:00:00,0.0,3.0,WR,0.0,Off,,11.0,37.0,0.229,0.0,0.0,0.0,https://pro-football-history.com/coach/2331/ted-gilmore-bio
247,806972.0,"Goodwin, Harold",19.0,9.0,11/14/1973 0:00:00,0.0,2.0,AH,8.0,Off,,192.0,114.0,0.627,14.0,11.0,0.56,https://pro-football-history.com/coach/797/harold-goodwin-bio
248,432107.0,"Ryan, Rex",20.0,10.0,12/13/1962 0:00:00,0.0,1.0,DC,4.0,Def,2009.0,164.0,155.0,0.514,11.0,6.0,0.647,https://pro-football-history.com/coach/350/rex-ryan-bio
249,578833.0,"Smith, Danny",29.0,17.0,11/7/1953 0:00:00,0.0,3.0,DC,0.0,ST,,236.0,228.0,0.509,5.0,13.0,0.278,https://pro-football-history.com/coach/952/danny-smith-bio
250,566682.0,Ken O'Keefe,5.0,33.0,8/18/1953 0:00:00,0.0,3.0,HC,0.0,Off,,29.0,35.0,0.453,0.0,0.0,0.0,https://pro-football-history.com/coach/838/ken-okeefe-bio
251,676132.0,"West, Ed",5.0,0.0,8/2/1961 0:00:00,14.0,3.0,,0.0,Off,,39.0,40.0,0.494,3.0,2.0,0.6,https://pro-football-history.com/coach/11719/ed-west-bio
252,333705.0,"Henning, Mike",2.0,0.0,1/30/1973 0:00:00,0.0,3.0,QB,0.0,Off,,19.0,13.0,0.594,1.0,2.0,0.333,https://pro-football-history.com/coach/11950/mike-henning-bio
253,403639.0,"Roushar, Dan",10.0,27.0,9/27/1960 0:00:00,0.0,3.0,OC,0.0,Off,,97.0,65.0,0.599,4.0,5.0,0.444,https://pro-football-history.com/coach/2414/dan-roushar-bio
254,873393.0,"Fish, Jeff",30.0,2.0,2/25/1958 0:00:00,2.0,1.0,HC,4.0,Def,1995.0,,,,,,,
255,372993.0,Vincent Rivera,7.0,0.0,1/7/1962 0:00:00,0.0,3.0,,0.0,Def,,49.0,65.0,0.43,0.0,2.0,0.0,https://pro-football-history.com/coach/12751/vincent-rivera-bio
256,823096.0,"Fontenot, Jerry",10.0,0.0,11/21/1966 0:00:00,16.0,3.0,,0.0,Off,,104.0,55.0,0.653,8.0,7.0,0.533,https://pro-football-history.com/coach/1017/jerry-fontenot-bio
257,660912.0,"Garrett, Jason",17.0,0.0,3/28/1966 0:00:00,13.0,1.0,AP,6.0,Off,2010.0,143.0,123.0,0.538,3.0,5.0,0.375,https://pro-football-history.com/coach/142/jason-garrett-bio
258,666191.0,"Zauner, Gary",13.0,11.0,11/2/1950 0:00:00,0.0,3.0,ST,0.0,ST,,114.0,94.0,0.548,4.0,7.0,0.364,https://pro-football-history.com/coach/1908/gary-zauner-bio
259,394666.0,"Simien, Tracy",1.0,2.0,5/21/1967 0:00:00,8.0,3.0,DL,0.0,Def,,6.0,10.0,0.375,0.0,0.0,0.0,https://pro-football-history.com/coach/2003/tracy-simien-bio
260,102793.0,"Green, Dennis",17.0,15.0,2/17/1949 0:00:00,0.0,1.0,HC,0.0,Off,1992.0,148.0,121.0,0.55,7.0,10.0,0.412,https://pro-football-history.com/coach/156/dennis-green-bio
261,651097.0,"Colman, Doug",8.0,6.0,6/4/1973 0:00:00,5.0,3.0,ST,0.0,ST,,66.0,62.0,0.516,3.0,4.0,0.429,https://pro-football-history.com/coach/2275/doug-colman-bio
262,956611.0,"Ryan, Buddy",23.0,0.0,2/17/1931 0:00:00,0.0,1.0,,11.0,Def,1986.0,205.0,181.0,0.531,9.0,9.0,0.5,https://pro-football-history.com/coach/349/buddy-ryan-bio
263,467455.0,"West, Turner",5.0,10.0,12/19/1987 0:00:00,0.0,3.0,ST,0.0,Def,,48.0,32.0,0.6,2.0,3.0,0.4,https://pro-football-history.com/coach/2372/turner-west-bio
264,495473.0,"Mooshagian, Steve",4.0,16.0,3/27/1959 0:00:00,0.0,3.0,HC,0.0,Off,,16.0,48.0,0.25,0.0,0.0,0.0,https://pro-football-history.com/coach/674/steve-mooshagian-bio
265,991497.0,"Frazier, Mike",21.0,0.0,,0.0,3.0,,0.0,,,218.0,119.0,0.646,22.0,13.0,0.629,https://pro-football-history.com/coach/2263/mike-frazier-bio
266,902913.0,"Martindale, Don",19.0,10.0,5/19/1965 0:00:00,0.0,2.0,DC,7.0,Def,,140.0,166.0,0.458,7.0,5.0,0.583,https://pro-football-history.com/coach/734/don-martindale-bio
267,393708.0,"Mangas, D.J.",2.0,11.0,2/22/1989 0:00:00,0.0,3.0,OC,0.0,Off,,,,,,,,
268,159839.0,"Drayton, Stan",5.0,8.0,3/11/1971 0:00:00,0.0,3.0,RB/WR,0.0,Off,,52.0,44.0,0.542,2.0,3.0,0.4,https://pro-football-history.com/coach/1079/stan-drayton-bio
269,308484.0,"Shanahan, Mike",29.0,9.0,8/24/1952 0:00:00,0.0,1.0,AH/OC,7.0,Off,1988.0,269.0,181.0,0.598,18.0,12.0,0.6,https://pro-football-history.com/coach/368/mike-shanahan-bio
270,529209.0,"Woodbury, Tory",5.0,9.0,7/12/1978 0:00:00,4.0,3.0,OC,0.0,ST,,52.0,44.0,0.542,3.0,3.0,0.5,https://pro-football-history.com/coach/12591/tory-woodbury-bio
271,835868.0,"McElwain, Jim",1.0,38.0,3/1/1962 0:00:00,0.0,3.0,HC,0.0,Off,,2.0,14.0,0.125,0.0,0.0,0.0,https://pro-football-history.com/coach/2870/jim-mcelwain-bio
